"ch1","ch2","ch3","ch4","ch5","ch6","ch7","ch8","ch9"
8.9,4.1,0.8,0.8,-0.4,-0.4,-68.5,-25.6,-32.8
8.9,4,0.8,0.9,-0.1,0.2,-68.5,-26.4,-31.6
8.9,4,0.9,2.9,0.7,0,-68.5,-26.4,-31.6
8.9,4,0.8,2.9,0.8,0,-68.9,-26,-32
8.9,4,0.8,3,0.7,-0.1,-68.9,-26,-32
8.9,4.2,0.8,3.1,0.8,-1.1,-67.8,-26.4,-30.8
9,4.2,0.8,0.1,0.2,0.8,-67.8,-26.4,-30.8
8.8,4,0.8,0.4,0.5,-0.2,-68.9,-26.4,-31.6
8.9,4.1,0.8,1.3,0.2,0.2,-68.9,-26.4,-31.6
8.9,4.1,0.8,0.3,-0.4,0.1,-69.2,-26.4,-32
8.9,4.1,0.8,0.1,-0.2,0.2,-69.2,-26.4,-32
8.9,4.1,0.8,0,0.1,0.4,-69.2,-26.4,-32.4
8.9,4.1,0.8,1.2,-0.2,0.2,-69.2,-26.4,-32.4
8.9,4.1,0.8,1.6,-0.2,-0.1,-68.9,-27.1,-31.6
8.9,4.1,0.8,1,-0.4,-0.1,-68.9,-27.1,-31.6
8.9,4.1,0.8,1.5,-0.3,-0.1,-69.2,-26.4,-32
8.9,4.1,0.8,1,0.1,-0.4,-69.2,-26.4,-32
8.9,4,0.8,-1.1,-0.2,0.4,-69.6,-27.1,-31.2
8.9,3.9,0.9,0.6,0.4,0.1,-69.6,-27.1,-31.2
8.9,4.1,0.8,2.1,-0.2,-0.4,-68.1,-26.4,-31.6
8.9,4,0.9,1.1,-0.2,-0.3,-68.1,-26.4,-31.6
8.9,4,0.9,0.2,0,0.1,-68.5,-26.4,-31.6
8.9,4.1,0.8,-0.2,0.2,0.5,-68.5,-26.4,-31.6
8.9,4,0.8,0.8,0.3,0.6,-69.2,-25.2,-31.6
8.9,4,0.8,1.6,0.1,0.4,-69.2,-25.2,-31.6
9,4.2,0.8,1.8,0,-0.4,-69.2,-26.4,-31.6
8.9,4,0.8,0.7,-0.2,0.2,-69.2,-26.4,-31.6
8.9,4,0.7,0.9,-0.5,-0.2,-69.6,-26.4,-30.8
8.9,4.1,0.8,0.2,-0.1,0.8,-69.6,-26.4,-30.8
8.9,4,0.7,0.2,-0.2,1.2,-69.2,-26.8,-32.4
8.9,4.1,0.7,1.1,-0.8,0.6,-69.2,-26.8,-32.4
8.9,4.1,0.8,0.9,-0.6,0.6,-68.9,-26,-32.4
8.9,4.1,0.8,0.2,-1.2,0.6,-68.9,-26,-32.4
9,4,0.8,0.2,-1.4,0.6,-68.9,-26.8,-32.4
8.8,4.2,0.8,0.2,-0.1,0,-68.9,-26.8,-32.4
8.9,4,0.8,-0.9,-1.2,1.3,-68.9,-26.4,-30.8
8.9,4,0.8,0.8,-0.8,0.2,-68.9,-26.4,-30.8
8.9,4.1,0.8,1.2,-0.5,0.4,-68.9,-26.4,-31.2
8.9,4,0.8,0.3,-1.1,0.7,-68.9,-26.4,-31.2
9,4,0.7,1.2,-0.9,0.2,-68.9,-26.4,-32
9,4.1,0.8,1.4,-0.1,0.3,-68.9,-26.4,-32
9,4.1,0.7,0.2,-1.2,0.3,-68.9,-26.4,-31.6
9,4,0.7,-0.5,-1.4,0.4,-68.9,-26.4,-31.6
9,4,0.7,0.1,-1.1,0.4,-70,-26.8,-32.8
9,4,0.8,-1.3,-1.2,0.2,-70,-26.8,-32.8
8.9,3.9,0.8,-0.1,-0.8,0.7,-69.2,-26.8,-31.6
8.9,4,0.8,1.6,-0.6,-0.1,-69.2,-26.8,-31.6
8.9,4.1,0.8,-0.3,-0.1,0.6,-69.6,-26,-30.8
8.9,3.9,0.7,-0.4,-0.4,0.6,-69.6,-26,-30.8
9,4,0.7,0.6,0,0.4,-68.9,-26.4,-32.8
9,4.1,0.7,0.4,0.4,0.4,-68.9,-26.4,-32.8
8.9,4,0.7,1.2,0.3,0.1,-69.6,-26,-30.4
9,4.1,0.6,2.2,0.1,-0.6,-69.6,-26,-30.4
9,4.1,0.8,2.1,0.9,-1.1,-69.6,-26,-30.4
8.8,4,0.6,-0.9,-0.9,-0.2,-69.6,-26.8,-30
9,4,0.6,1.2,-1,-0.4,-69.6,-26.8,-30
8.9,4.1,0.7,1.8,-0.2,-0.1,-70,-26,-31.6
8.9,4.1,0.7,0.8,-1.2,0.2,-70,-26,-31.6
9,4,0.7,0.4,-1.2,0.3,-69.2,-25.6,-31.2
8.9,4,0.7,0,-1,-0.2,-69.2,-25.6,-31.2
8.9,4.1,0.7,0.2,-0.7,-0.2,-68.9,-26.4,-31.6
8.9,4,0.7,-0.1,-1.7,-0.5,-68.9,-26.4,-31.6
9,4,0.7,-0.4,-1.9,-0.9,-69.6,-26.8,-31.6
9,4,0.7,-0.3,-1.5,-0.9,-69.6,-26.8,-31.6
8.9,4,0.7,-0.1,-0.9,-0.6,-69.6,-26.4,-30.4
9,3.9,0.7,0.1,-0.7,-0.3,-69.6,-26.4,-30.4
9,4,0.7,0.8,-0.5,-0.4,-69.2,-26.8,-31.6
9,4,0.7,-1.2,-0.8,-0.9,-69.2,-26.8,-31.6
9,3.9,0.7,-2.5,-1.8,1.1,-69.6,-26.8,-32
9,4,0.7,-0.6,-1.2,-0.2,-69.6,-26.8,-32
8.9,4,0.7,-0.1,-0.3,0,-70.2,-26.8,-30
9,4,0.7,-1.1,-0.7,0.1,-70.2,-26.8,-30
9,4,0.7,-1.1,-0.1,-0.1,-69.2,-26.8,-31.6
8.9,4,0.7,-0.8,-0.1,0.1,-69.2,-26.8,-31.6
8.9,4,0.6,-0.1,-0.4,-0.3,-69.5,-26.8,-31.2
9,4,0.7,-0.2,-0.4,0.3,-69.5,-26.8,-31.2
9,4,0.6,-0.9,0,0.4,-69.5,-26.4,-30.8
9,4,0.6,-1.2,-0.1,0.2,-69.5,-26.4,-30.8
9.1,4,0.6,-1.9,0,0.7,-69.9,-27.1,-31.2
9,4.1,0.7,-0.6,-0.1,-0.2,-69.9,-27.1,-31.2
9,4.1,0.7,-0.8,0.3,0.1,-68.8,-26.4,-30.8
8.8,4,0.7,-0.8,0.1,-0.4,-68.8,-26.4,-30.8
8.9,4,0.8,-0.8,0.2,-0.1,-69.2,-26.4,-30.4
8.9,4.1,0.7,-1.5,0.6,-0.1,-69.2,-26.4,-30.4
9,4,0.7,-1.9,0.2,0.1,-69.5,-26.4,-30.8
9,4,0.7,-0.6,0.6,-0.4,-69.5,-26.4,-30.8
9,4,0.7,0.5,1,-0.4,-70.7,-26.4,-30.4
9,4.1,0.7,-0.3,1,-0.8,-70.7,-26.4,-30.4
8.9,4,0.7,-1.4,0.5,-0.6,-69.9,-26,-30.8
8.9,4,0.7,-1.9,0.4,-0.4,-69.9,-26,-30.8
8.9,4,0.7,-1.4,0.4,-0.1,-69.5,-26,-31.6
8.9,4,0.7,-0.9,0.4,-0.2,-69.5,-26,-31.6
9,4,0.7,-0.9,0.4,0.1,-69.9,-26.8,-31.6
8.9,4.1,0.7,-1.4,0.4,0.2,-69.9,-26.8,-31.6
8.9,4,0.7,-1.2,0.2,0.2,-69.9,-26.4,-30.8
8.9,4.1,0.7,-1.2,0.2,0.1,-69.9,-26.4,-30.8
8.9,4,0.7,-1.7,-0.5,0.4,-69.2,-26.4,-30
9,4,0.7,-1.4,-0.2,0.3,-69.2,-26.4,-30
8.9,4.1,0.8,-0.8,0.2,0.3,-69.9,-27.1,-32
8.9,4.1,0.7,-2.8,-1.2,0.6,-69.9,-27.1,-32
9,4,0.7,-2.9,-1.5,-0.1,-68,-26,-31.6
8.9,4,0.8,-1.4,-0.4,0.1,-68,-26,-31.6
8.9,4,0.8,-0.9,-0.8,-0.7,-69.2,-26.4,-30.4
8.9,4,0.8,-0.9,0.1,-0.8,-69.2,-26.4,-30.4
8.9,4,0.8,-1.3,0,-0.4,-68.8,-25.2,-30.8
8.9,4,0.8,-2,-0.7,-0.7,-68.8,-25.2,-30.8
9,4,0.8,-1.8,0.1,-0.4,-69.5,-26.4,-31.6
8.9,4,0.7,-0.8,0,-0.8,-69.5,-26.4,-31.6
9,4,0.7,-0.8,0,-0.8,-69.5,-26.4,-32
8.9,4,0.7,-0.9,-0.2,-0.6,-69.5,-26.4,-32
8.9,4,0.8,-1.4,-0.7,-0.4,-69.2,-26.4,-31.6
9,4,0.8,-1.8,-0.5,0,-69.2,-26.4,-31.6
8.9,4,0.8,-1.6,-0.1,0.3,-69.2,-25.6,-32
8.9,4,0.7,-0.4,-0.1,-0.1,-69.2,-25.6,-32
8.9,4,0.8,-0.2,-0.1,-0.3,-69.5,-25.6,-30.8
8.9,4,0.8,-0.9,-0.2,-0.3,-69.5,-25.6,-30.8
9,4,0.8,-0.8,0.1,-0.2,-69.2,-26,-32
8.9,4,0.7,0.2,0.1,-0.6,-69.2,-26,-32
8.9,4.1,0.8,0.2,0.4,-0.6,-69.5,-25.2,-32.4
8.9,4,0.7,-0.4,0.4,-0.6,-69.5,-25.2,-32.4
8.9,4,0.8,-0.2,0.4,-0.6,-70.2,-25.6,-32
8.9,4.1,0.8,0.3,0.3,-0.9,-70.2,-25.6,-32
8.9,4.1,0.7,0.5,0.2,-1.2,-68.8,-26,-32
9,4,0.7,0.9,0.7,-1.4,-68.8,-26,-32
8.9,4,0.8,1.5,0.8,-1.5,-69.5,-25.6,-31.6
8.9,4,0.7,0.8,0.2,-1.1,-69.5,-25.6,-31.6
8.9,4,0.7,0.2,0.2,-0.8,-69.5,-26,-31.6
8.9,4,0.7,1,0.3,-1.1,-69.5,-26,-31.6
9,4,0.7,1.3,0.1,-0.8,-69.9,-26.8,-31.6
8.9,4,0.7,1.4,0.8,-0.9,-69.9,-26.8,-31.6
8.8,3.9,0.8,1.2,-0.2,-0.5,-69.2,-26.4,-32
8.9,4,0.7,0.8,-0.3,-0.5,-69.2,-26.4,-32
8.9,3.9,0.8,0.2,0,0.1,-68.8,-26.4,-31.6
8.9,3.9,0.7,1.2,0.3,0.3,-68.8,-26.4,-31.6
9,4.1,0.8,1,0.4,0.7,-68.8,-26,-30.8
8.9,4,0.7,0.8,0.6,0.5,-68.8,-26,-30.8
9,4,0.7,1.6,0.1,0.3,-69.5,-26.4,-32
9,4.1,0.7,1.2,0.8,0.6,-69.5,-26.4,-32
8.8,4,0.8,0.6,0.4,1.1,-69.2,-26.4,-31.2
8.9,4,0.7,0.6,-0.4,1.1,-69.2,-26.4,-31.2
8.9,4,0.8,0.8,0.2,1.2,-68.8,-26.4,-31.2
8.8,4.1,0.7,0.7,-0.2,1.2,-68.8,-26.4,-31.2
8.9,4,0.7,0.4,-0.5,1.1,-69.5,-26.4,-32
8.9,4,0.7,1.1,-0.4,1,-69.5,-26.4,-32
9,4.1,0.7,0.3,-0.7,1.1,-69.5,-26,-30.8
8.9,4.1,0.7,-0.4,-1.3,0.6,-69.5,-26,-30.8
8.9,4.1,0.7,-0.2,-1.4,0.1,-68.8,-26.4,-31.2
8.9,4,0.7,0.2,-1.6,0,-68.8,-26.4,-31.2
8.9,4.1,0.7,0.7,-1.2,-0.2,-69.5,-26.4,-31.6
8.9,4,0.7,0.2,-1.9,0.1,-69.5,-26.4,-31.6
8.9,4,0.7,1,-1.6,0.1,-69.2,-26,-31.6
8.9,4,0.8,0.9,-1.4,-0.2,-69.2,-26,-31.6
8.9,4,0.7,0.5,-1.2,-0.2,-70.2,-26.4,-30.8
8.9,4,0.8,-0.3,-1.6,-0.1,-70.2,-26.4,-30.8
9,4.1,0.7,-0.3,-1.6,-0.2,-69.5,-26.4,-31.2
9,3.9,0.7,0.2,-0.9,0.4,-69.5,-26.4,-31.2
8.9,4.1,0.8,0.9,-0.3,-0.9,-69.9,-26.4,-30.8
9,4,0.7,-0.1,-1.3,0.3,-69.9,-26.4,-30.8
9,4,0.8,1.8,0,-0.9,-69.9,-26.4,-30.8
8.9,4,0.8,1.1,0,-0.4,-70.2,-26.4,-31.2
9,4,0.7,0.6,-0.2,-0.4,-69.9,-26.8,-30.8
8.9,4,0.7,1.4,0.3,-0.1,-69.9,-26.8,-30.8
9,4.1,0.7,0.9,0.2,-0.1,-69.9,-26.8,-30.8
9,4,0.7,-0.3,-0.5,0.1,-69.2,-26.4,-31.6
8.9,4,0.7,0.9,0.2,-0.3,-69.2,-26.4,-31.6
9,4.1,0.6,1.7,-0.6,-0.6,-69.9,-26.8,-30.4
9,4.1,0.7,1.1,-0.1,-0.5,-69.9,-26.8,-30.4
8.8,4,0.6,0.4,-0.1,0,-69.5,-26.4,-30.4
8.9,4,0.7,0.8,-0.6,-0.3,-69.5,-26.4,-30.4
8.9,4,0.7,0.3,-0.4,0.1,-69.9,-27.1,-30.4
8.9,4,0.7,0.1,-0.2,0.2,-69.9,-27.1,-30.4
8.9,4.1,0.7,-0.2,-0.2,0.2,-70.2,-26.8,-31.2
8.9,4,0.7,0.2,-0.5,0.3,-70.2,-26.8,-31.2
8.9,4,0.6,0.6,-0.4,-0.1,-69.2,-27.1,-30.4
8.9,4.1,0.7,0.1,-0.3,0,-69.2,-27.1,-30.4
8.9,4,0.7,-0.6,-0.4,0,-69.5,-26.8,-30.4
8.9,4.1,0.7,0.1,-0.4,-0.1,-69.5,-26.8,-30.4
8.9,4.1,0.6,-0.2,-0.5,0.1,-69.5,-26.4,-30.4
9,4.1,0.6,-0.6,-0.5,0,-69.5,-26.4,-30.4
8.9,4.1,0.6,-0.2,-0.4,0.2,-69.9,-26.4,-30.4
8.9,4,0.6,-0.1,-0.3,-0.1,-69.9,-26.4,-30.4
8.9,4.1,0.6,-0.4,-0.5,0.1,-69.5,-26.4,-31.6
8.9,4.1,0.6,-0.7,-0.6,0,-69.5,-26.4,-31.6
9,4.1,0.6,-0.5,-0.8,-0.1,-69.9,-26.8,-31.2
8.9,4,0.7,-1.1,-0.2,-0.1,-69.9,-26.8,-31.2
8.9,4,0.6,-0.1,-0.4,-0.4,-69.2,-26.8,-31.2
9,4.1,0.7,0.2,-0.8,-0.6,-69.2,-26.8,-31.2
8.9,4,0.7,-0.4,0.1,-0.6,-70.2,-26,-31.6
8.9,4,0.7,-0.5,-0.4,-0.2,-70.2,-26,-31.6
9,4,0.6,0.4,-0.2,-0.4,-69.5,-26.8,-30.8
8.9,4.1,0.7,0.6,0.5,0,-69.5,-26.8,-30.8
8.9,4.1,0.6,-1.1,-0.4,0.1,-69.5,-26.4,-31.6
9,4,0.6,-0.6,0,-0.2,-69.5,-26.4,-31.6
8.9,4,0.6,0.4,0.2,-0.4,-69.5,-26.8,-31.2
9,4,0.6,0.7,0.4,-0.6,-69.5,-26.8,-31.2
9,4,0.7,0.3,1.1,0.1,-69.9,-26.8,-31.6
8.8,3.9,0.6,0.6,-0.1,-0.1,-69.9,-26.8,-31.6
9,4,0.6,0.4,-0.2,0.2,-69.5,-26.8,-30.8
9,4,0.6,-0.2,-0.2,0.5,-69.5,-26.8,-30.8
8.9,4,0.6,0.4,0.1,0.4,-69.5,-27.1,-30.4
8.9,4,0.6,0.2,-0.3,0.6,-69.5,-27.1,-30.4
8.9,4.1,0.6,0,-0.4,0.4,-70.2,-26.4,-30
8.9,4.1,0.7,0,-0.4,0.4,-70.2,-26.4,-30
9,4,0.7,-0.4,-0.1,0.5,-70.2,-26.4,-30.8
8.9,4.1,0.7,-0.3,-0.2,0.4,-70.2,-26.4,-30.8
8.9,4,0.7,-0.7,-0.5,0.3,-69.5,-27.1,-30.4
8.9,4.1,0.7,-0.4,-0.3,0.2,-69.5,-27.1,-30.4
8.9,4.1,0.7,-0.9,-0.2,0.4,-69.5,-26.8,-30.4
8.9,4.1,0.7,-1.3,-0.3,0.2,-69.5,-26.8,-30.4
8.9,4,0.7,-1.2,-0.1,0.2,-69.2,-26.8,-31.2
8.9,4,0.7,-0.6,0,0,-69.2,-26.8,-31.2
8.9,4.1,0.7,-1.2,0.1,0.1,-70.2,-26.8,-32
8.9,4.1,0.6,-1.9,-0.4,-0.1,-70.2,-26.8,-32
8.9,4,0.6,-1.6,-0.1,-0.1,-70.2,-26,-31.6
8.9,4,0.6,-0.5,-0.4,-0.4,-70.2,-26,-31.6
9,4,0.6,-0.4,-0.5,-0.2,-69.5,-26.4,-30.4
8.9,4,0.7,-1.1,0.4,0.1,-69.5,-26.4,-30.4
8.8,4,0.7,-1.2,-0.8,-0.4,-69.2,-26,-30.4
8.9,4,0.6,-1.4,-0.8,-0.2,-69.2,-26,-30.4
8.9,4,0.7,-0.8,0.1,-0.1,-69.5,-25.6,-30.4
9,4.1,0.6,-1.1,-0.2,-0.1,-69.5,-25.6,-30.4
9,4.1,0.6,-1.6,-0.2,-0.1,-69.2,-26.8,-30
8.9,4,0.6,-1.2,-0.2,-0.4,-69.2,-26.8,-30
9.1,4.1,0.6,-1.2,-0.5,-0.7,-69.2,-26.4,-30
8.9,4,0.7,-1.4,0.4,-0.2,-69.2,-26.4,-30
8.8,4,0.7,-0.8,-0.7,-0.8,-70.2,-26,-30.8
9,4.1,0.7,-1.1,-0.7,-0.3,-70.2,-26,-30.8
8.9,4,0.7,-1.7,-0.3,-0.4,-70.2,-26,-30.4
8.9,4,0.7,-1.3,-0.1,-0.4,-70.2,-26,-30.4
8.9,4,0.7,-1.6,-0.1,-0.4,-69.5,-26.4,-30
8.9,4,0.7,-1.3,-0.1,-0.6,-69.5,-26.4,-30
9,4.1,0.7,-1.2,0.1,-0.4,-70,-25.6,-30.8
8.9,4,0.7,-1.6,0.2,-0.4,-70,-25.6,-30.8
8.9,4,0.7,-1.2,-0.3,-0.7,-70.4,-26.4,-30.4
8.9,4.1,0.7,-1.2,0.2,-1,-70.4,-26.4,-30.4
8.9,4,0.7,-1.9,0.5,-0.6,-70,-26.4,-30.4
8.9,4,0.6,-1.3,0.2,-0.9,-70,-26.4,-30.4
8.9,4,0.6,-0.7,0.2,-0.9,-70,-26.8,-30
8.9,4,0.6,-0.4,0.6,-1.2,-70,-26.8,-30
8.9,4,0.6,-0.6,0.2,-1.1,-68.9,-26.4,-32
8.9,4,0.6,-0.3,0,-1.1,-68.9,-26.4,-32
8.9,4,0.6,0,0.2,-1.4,-70.8,-26.8,-31.6
8.9,4,0.6,0.1,0.1,-1.1,-70.8,-26.8,-31.6
8.9,4,0.6,0.9,0.1,-1.2,-69.6,-26.8,-31.6
9,4.1,0.6,0.6,-1,-0.9,-69.6,-26.8,-31.6
8.9,4,0.7,0.1,-0.1,-0.6,-68.9,-26.8,-30.8
8.8,3.9,0.6,2.6,-0.2,-1.3,-68.9,-26.8,-30.8
8.9,4,0.6,3.4,-0.3,-1.6,-68.9,-26,-32
9,4,0.7,3.7,0.2,-0.9,-68.9,-26,-32
8.9,4,0.6,4.3,0.4,-0.9,-69.2,-26.4,-29.2
8.9,4,0.6,5.2,0,-0.8,-69.2,-26.4,-29.2
8.9,3.9,0.6,6.2,0.2,-1.1,-69.5,-27.1,-30.4
9,4,0.6,6.1,-0.6,-0.4,-69.5,-27.1,-30.4
9,4.1,0.7,5.6,0.8,0,-68.8,-26.4,-30.4
8.5,3.9,0.6,5.3,-1.4,0.1,-68.8,-26.4,-30.4
8.7,3.9,0.6,5.2,-3,0.2,-69.2,-27.5,-30
9,4,0.5,4.8,-3.6,2.4,-69.2,-27.5,-30
8.9,4.3,0.6,2.3,-4.2,2.4,-68.8,-27.9,-30.4
9.1,4.2,0.5,0.6,-5.6,4.8,-68.8,-27.9,-30.4
9.1,4.2,0.6,3.1,-4.8,4.4,-69.5,-27.5,-31.2
9.1,4.6,0.8,3.9,-3,3.8,-69.5,-27.5,-31.2
8.9,4.4,0.8,1.6,-3.6,3.6,-69.5,-27.5,-31.2
9.1,4.5,0.9,1.4,-2.6,0.9,-70.2,-27.5,-29.6
9,4.5,0.8,-2.6,-1.2,-0.6,-70.2,-27.5,-29.6
8.9,4.4,0.7,-3.4,-0.9,-1.1,-70.4,-26.8,-28.9
9.2,4.2,0.6,-5.3,0.1,-0.3,-70.4,-26.8,-28.9
9,4.1,0.5,-2.8,2.1,-1.9,-70.8,-27.5,-29.4
8.9,4.3,0.5,-0.6,2.8,-2.4,-70.8,-27.5,-29.4
8.9,4.1,0.5,-3.8,1.7,-2.8,-70.8,-26.4,-29.7
8.9,4,0.5,-4.8,1.5,-2.4,-70.8,-26.4,-29.7
8.9,3.9,0.4,-2.9,2,-2.1,-70.8,-27.1,-29.2
8.9,4,0.4,-2,1.9,-2.1,-70.8,-27.1,-29.2
8.9,4,0.4,-2.4,0.9,-1.4,-69.6,-26.8,-30.1
8.9,4,0.5,-2.4,0.8,-1.8,-69.6,-26.8,-30.1
8.9,4,0.4,-2,-0.1,-1.2,-70,-27.1,-30.5
9,4,0.4,-2.4,-0.8,-0.9,-70,-27.1,-30.5
9,4.1,0.6,-1.6,1.3,-0.4,-69.6,-26.8,-30.1
8.9,3.9,0.5,-1.2,0.4,-0.2,-69.6,-26.8,-30.1
9,3.9,0.5,1.5,-0.1,-0.4,-70,-27.9,-30.9
8.9,4.1,0.6,2.1,1.6,-1.1,-70,-27.9,-30.9
8.8,3.9,0.5,0.2,0,-0.4,-70.4,-26.8,-30.9
9,4,0.6,2,0.7,0.2,-70.4,-26.8,-30.9
8.8,4,0.6,1.3,1.2,1.4,-70,-26.8,-30.1
8.9,4.1,0.5,0.1,-0.2,1.8,-70,-26.8,-30.1
8.9,4,0.6,0.8,0.1,2.1,-70.4,-27.1,-30.5
8.9,4.1,0.6,2.4,0.7,1.2,-70.4,-27.1,-30.5
8.9,4.1,0.6,2.4,-0.1,0.8,-70,-26.8,-30.5
9,4.2,0.6,2.4,-0.1,0.7,-70,-26.8,-30.5
9,4.2,0.7,1.3,0.4,0.6,-70,-26.4,-31.2
9.1,4.1,0.7,0.9,0.4,0.4,-70,-26.4,-31.2
9.1,4,0.7,1.9,2.1,0.1,-69.6,-28.2,-30.1
8.8,3.9,0.7,3.7,3.2,0.1,-69.6,-28.2,-30.1
8.8,4,0.7,4.5,3.5,0.2,-69.6,-26.8,-29.7
8.9,3.9,0.6,4.2,3.5,1.2,-69.6,-26.8,-29.7
9,4,0.6,4.8,3.3,2.3,-69.6,-26.8,-31.2
9.1,4.1,0.5,3.8,2.6,3,-69.6,-26.8,-31.2
9,4,0.5,2.2,2.2,3.1,-69.6,-27.1,-29.7
9,4,0.6,3.4,2.1,2.2,-69.6,-27.1,-29.7
8.9,4.1,0.7,2.4,2.1,2.6,-69.6,-27.1,-30.9
8.9,4,0.7,0.5,0.6,3.2,-69.6,-27.1,-30.9
9,3.9,0.6,0.5,0.1,3.6,-69.6,-27.1,-29.7
8.9,4,0.6,2.6,1.6,2.8,-69.6,-27.1,-29.7
8.8,3.9,0.6,3.4,1.6,3.1,-69.5,-26.8,-30.5
8.9,4.1,0.7,3,1.5,3,-69.5,-26.8,-30.5
8.8,4,0.8,1.6,0.4,3.7,-69.5,-26.8,-30.5
8.8,4.1,0.7,0.3,-0.2,3.4,-69.5,-26.8,-30.5
8.9,4.1,0.6,0.8,-0.4,2.8,-69.5,-26.8,-30.9
8.9,4.2,0.6,0.9,-0.6,2.4,-69.5,-26.8,-30.9
8.9,4.1,0.6,0.1,-1.1,1.3,-69.6,-26,-30.5
8.9,4.1,0.6,-0.2,-0.6,0.3,-69.6,-26,-30.5
8.9,4.1,0.6,-0.8,-1.4,-0.9,-70,-27.1,-31.2
8.9,4.1,0.6,-2.4,-1.8,-0.6,-70,-27.1,-31.2
9,4,0.7,-2.5,-1.6,-0.9,-69.6,-26.4,-30.5
8.9,4,0.7,-3.6,-1.9,-0.6,-69.6,-26.4,-30.5
9,4,0.7,-4.3,-2.4,-0.6,-69.6,-26,-30.5
9,4,0.7,-4.6,-2.1,-1.1,-69.6,-26,-30.5
9,3.9,0.7,-4.9,-1.8,-0.6,-69.6,-26.4,-30.5
9,3.9,0.7,-4.2,-1.7,-1.1,-69.6,-26.4,-30.5
9,3.9,0.6,-4.2,-1.9,-0.8,-70,-26,-30.9
9,3.9,0.6,-4,-1.7,-0.8,-70,-26,-30.9
9.1,4,0.6,-3.9,-1.6,-0.8,-70,-25.6,-29.7
9,3.9,0.6,-4.7,-1.9,-0.2,-70,-25.6,-29.7
9.1,4,0.7,-4,-1.8,-0.5,-70.4,-26.4,-30.6
9,4,0.7,-4.3,-1.6,-0.7,-70.4,-26.4,-30.6
9,4,0.6,-5.1,-2.3,-0.7,-70.4,-26,-30.5
9,4,0.7,-5.3,-1.9,-0.9,-70.4,-26,-30.5
9,3.9,0.7,-4.5,-1.6,-0.8,-70,-25.6,-29.4
9.1,4,0.6,-3.9,-1.8,-1.2,-70,-25.6,-29.4
9,3.9,0.7,-3.7,-1.1,-0.8,-70,-26,-30.2
9,3.9,0.6,-3.6,-1.4,-1.1,-70,-26,-30.2
9,3.9,0.6,-3.8,-1.3,-1.2,-70,-26.4,-30.2
8.9,3.9,0.6,-3.5,-0.9,-0.8,-70,-26.4,-30.2
9,3.9,0.6,-3.8,-1.3,-0.4,-69.6,-26,-29.4
9.1,3.9,0.6,-4.4,-0.9,0.4,-69.6,-26,-29.4
9,3.9,0.6,-3.5,-0.8,0.5,-70.8,-26,-30.5
9.1,4,0.6,-2.6,-0.8,0.2,-70.8,-26,-30.5
9,3.9,0.7,-2.9,-0.1,0.1,-70,-25.2,-31.2
8.9,3.9,0.6,-3.6,-1.1,-0.4,-70,-25.2,-31.2
9,3.9,0.7,-3.6,-0.9,-0.2,-70.8,-25.6,-32.1
9,3.9,0.6,-2.7,-0.3,0.2,-70.8,-25.6,-32.1
9,3.9,0.7,-2.9,0.1,-0.1,-69.9,-25.2,-30.5
9,3.9,0.6,-2.5,0.5,-0.6,-69.9,-25.2,-30.5
9,3.9,0.6,-1.8,0.8,-0.8,-69.9,-25,-30.9
9,3.9,0.6,-1.2,1.2,-1.1,-69.9,-25,-30.9
9,3.9,0.6,-1.2,1.1,-0.8,-69.9,-26,-30.9
9,3.9,0.6,-1.4,0.9,-0.9,-69.9,-26,-30.9
9,3.9,0.6,-1.2,0.6,-0.9,-69.5,-25.2,-30.9
9,3.9,0.6,-0.6,1.4,-0.6,-69.5,-25.2,-30.9
8.9,3.9,0.6,-0.4,1.5,-0.7,-70.2,-25.2,-31.7
9,3.9,0.6,-0.5,0.9,-0.4,-70.2,-25.2,-31.7
9,3.8,0.6,-0.2,1.1,-0.4,-70.2,-25,-30.5
9,3.9,0.6,0.3,1,-0.3,-70.2,-25,-30.5
8.9,3.9,0.7,0,0.8,0.3,-69.9,-25.6,-31.2
9,3.9,0.6,-0.6,0.1,0.7,-69.9,-25.6,-31.2
9.1,4,0.7,-0.4,0.1,0.2,-69.5,-25,-31.2
8.9,3.9,0.8,-0.1,1,0.3,-69.5,-25,-31.2
8.9,3.9,0.7,0.9,0.6,-0.4,-69.9,-24.6,-31.2
9,3.9,0.8,1.6,1.6,0.1,-69.9,-24.6,-31.2
8.9,3.9,0.8,1.6,1.8,0.2,-69.2,-25,-31.7
9,4,0.7,1.2,1.6,0.2,-69.2,-25,-31.7
9,3.9,0.7,1.4,1.9,0.3,-69.2,-24.6,-31.2
9,3.9,0.7,1.5,1.4,0.1,-69.2,-24.6,-31.2
9.1,4,0.7,1,1.7,0.6,-69.5,-25.6,-31.2
8.9,3.9,0.7,0.8,1.6,0.9,-69.5,-25.6,-31.2
8.9,3.9,0.7,0.8,0.3,1,-70.2,-25.2,-32.1
9,3.9,0.7,0.8,0.8,1.3,-70.2,-25.2,-32.1
8.9,3.9,0.7,1.6,1,1.2,-70.2,-25.2,-32.1
8.9,3.9,0.7,1.4,0.9,1.3,-69.2,-25.2,-32.1
9,3.9,0.8,1.3,0.8,1.2,-69.2,-25.2,-32.1
9,4,0.7,0.8,0.2,1.6,-69.9,-24.6,-30.9
